import time: self [us] | cumulative | imported package
import time:      1259 |       1259 |                                               scipy._lib.array_api_compat.common._fft
import time:      3762 |       5020 |                                             scipy._lib.array_api_compat.numpy.fft
import time:     12611 |    1341196 |                                           scipy._lib.array_api_compat.numpy
import time:    485175 |    1840680 |                                         scipy._lib._array_api
import time:     10237 |      10237 |                                         scipy._lib._docscrape
import time:    293712 |    2144628 |                                       scipy._lib._util
import time:      3427 |    2148054 |                                     scipy.sparse._sputils
import time:      5605 |       5605 |                                     scipy.sparse._matrix
import time:     23639 |    2177298 |                                   scipy.sparse._base
import time:      5098 |       5098 |                                     scipy.sparse._sparsetools
import time:      1898 |       1898 |                                       scipy.sparse._data
import time:      2151 |       2151 |                                       scipy.sparse._index
import time:     15666 |      19715 |                                     scipy.sparse._compressed
import time:     11040 |      35852 |                                   scipy.sparse._csr
import time:      1667 |       1667 |                                   scipy.sparse._csc
import time:      5370 |       5370 |                                     scipy.sparse._csparsetools
import time:     10795 |      16165 |                                   scipy.sparse._lil
import time:      2741 |       2741 |                                   scipy.sparse._dok
import time:      3684 |       3684 |                                   scipy.sparse._coo
import time:    150353 |     150353 |                                   scipy.sparse._dia
import time:      2237 |       2237 |                                   scipy.sparse._bsr
import time:     13700 |      13700 |                                   scipy.sparse._construct
import time:      1176 |       1176 |                                   scipy.sparse._extract
import time:      1386 |       1386 |                                   scipy.sparse._matrix_io
import time:      2957 |       2957 |                                             scipy.sparse.linalg._interface
import time:      2058 |       2058 |                                             scipy.sparse.linalg._isolve.utils
import time:     16571 |      16571 |                                                   scipy.linalg._fblas
import time:      1150 |       1150 |                                                   scipy.linalg._cblas
import time:       131 |        131 |                                                   scipy.linalg._fblas_64
import time:      2321 |      20172 |                                                 scipy.linalg.blas
import time:     11194 |      11194 |                                                   scipy.linalg._flapack
import time:       246 |        246 |                                                   scipy.linalg._clapack
import time:       173 |        173 |                                                   scipy.linalg._flapack_64
import time:      6250 |      17861 |                                                 scipy.linalg.lapack
import time:      3201 |      41233 |                                               scipy.linalg._misc
import time:    157764 |     157764 |                                                 scipy.linalg.cython_lapack
import time:    155878 |     313642 |                                               scipy.linalg._cythonized_array_utils
import time:      2889 |       2889 |                                                 scipy.linalg._decomp
import time:      4565 |       4565 |                                                 scipy.linalg._decomp_svd
import time:      2375 |       2375 |                                                 scipy.linalg._solve_toeplitz
import time:     17628 |      27457 |                                               scipy.linalg._basic
import time:      1710 |       1710 |                                                 scipy.linalg._decomp_lu_cython
import time:      4588 |       6297 |                                               scipy.linalg._decomp_lu
import time:      3997 |       3997 |                                               scipy.linalg._decomp_ldl
import time:      1894 |       1894 |                                               scipy.linalg._decomp_cholesky
import time:      2423 |       2423 |                                               scipy.linalg._decomp_qr
import time:      1816 |       1816 |                                               scipy.linalg._decomp_qz
import time:      5055 |       5055 |                                               scipy.linalg._decomp_schur
import time:      3161 |       3161 |                                               scipy.linalg._decomp_polar
import time:      1537 |       1537 |                                                 scipy.linalg._expm_frechet
import time:      1690 |       1690 |                                                   scipy.linalg._matfuncs_sqrtm_triu
import time:     70741 |      72431 |                                                 scipy.linalg._matfuncs_sqrtm
import time:      2935 |       2935 |                                                 scipy.linalg._matfuncs_expm
import time:      2189 |       2189 |                                                 scipy.linalg._linalg_pythran
import time:     10352 |      89441 |                                               scipy.linalg._matfuncs
import time:      1427 |       1427 |                                               scipy.linalg._special_matrices
import time:      6358 |       6358 |                                               scipy.linalg._solvers
import time:     14716 |      14716 |                                               scipy.linalg._procrustes
import time:      3002 |       3002 |                                                 scipy.linalg.cython_blas
import time:      1820 |       4822 |                                               scipy.linalg._decomp_update
import time:     11199 |      11199 |                                               scipy.linalg._sketches
import time:      5042 |       5042 |                                               scipy.linalg._decomp_cossin
import time:      4646 |       4646 |                                                 scipy._lib.deprecation
import time:     36056 |      40701 |                                               scipy.linalg.decomp
import time:      1634 |       1634 |                                               scipy.linalg.decomp_cholesky
import time:       997 |        997 |                                               scipy.linalg.decomp_lu
import time:      1210 |       1210 |                                               scipy.linalg.decomp_qr
import time:       722 |        722 |                                               scipy.linalg.decomp_svd
import time:       677 |        677 |                                               scipy.linalg.decomp_schur
import time:      1598 |       1598 |                                               scipy.linalg.basic
import time:      1072 |       1072 |                                               scipy.linalg.misc
import time:      1396 |       1396 |                                               scipy.linalg.special_matrices
import time:      1231 |       1231 |                                               scipy.linalg.matfuncs
import time:     33673 |     624877 |                                             scipy.linalg
import time:      2200 |     632091 |                                           scipy.sparse.linalg._isolve.iterative
import time:      1702 |       1702 |                                           scipy.sparse.linalg._isolve.minres
import time:      1102 |       1102 |                                             scipy.sparse.linalg._isolve._gcrotmk
import time:      1087 |       2189 |                                           scipy.sparse.linalg._isolve.lgmres
import time:      1947 |       1947 |                                           scipy.sparse.linalg._isolve.lsqr
import time:      1363 |       1363 |                                           scipy.sparse.linalg._isolve.lsmr
import time:      1143 |       1143 |                                           scipy.sparse.linalg._isolve.tfqmr
import time:      3758 |     644190 |                                         scipy.sparse.linalg._isolve
import time:      1555 |       1555 |                                             scipy.sparse.linalg._dsolve._superlu
import time:       404 |        404 |                                               scikits
import time:        98 |        501 |                                             scikits.umfpack
import time:      3704 |       5758 |                                           scipy.sparse.linalg._dsolve.linsolve
import time:      2081 |       2081 |                                           scipy.sparse.linalg._dsolve._add_newdocs
import time:      3190 |      11028 |                                         scipy.sparse.linalg._dsolve
import time:     13426 |      13426 |                                                 scipy._lib.decorator
import time:      2283 |      15709 |                                               scipy._lib._threadsafety
import time:      2148 |       2148 |                                               scipy.sparse.linalg._eigen.arpack._arpack
import time:      4179 |      22035 |                                             scipy.sparse.linalg._eigen.arpack.arpack
import time:      3119 |      25154 |                                           scipy.sparse.linalg._eigen.arpack
import time:      7435 |       7435 |                                             scipy.sparse.linalg._eigen.lobpcg.lobpcg
import time:     10456 |      17891 |                                           scipy.sparse.linalg._eigen.lobpcg
import time:       469 |        469 |                                               scipy.sparse.linalg._propack
import time:      5086 |       5086 |                                               scipy.sparse.linalg._propack._spropack
import time:      4681 |       4681 |                                               scipy.sparse.linalg._propack._dpropack
import time:      2574 |       2574 |                                               scipy.sparse.linalg._propack._cpropack
import time:      1583 |       1583 |                                               scipy.sparse.linalg._propack._zpropack
import time:     43707 |      58097 |                                             scipy.sparse.linalg._svdp
import time:      8563 |      66660 |                                           scipy.sparse.linalg._eigen._svds
import time:      2213 |     111916 |                                         scipy.sparse.linalg._eigen
import time:       948 |        948 |                                             scipy.sparse.linalg._onenormest
import time:      2446 |       3393 |                                           scipy.sparse.linalg._expm_multiply
import time:      5237 |       8630 |                                         scipy.sparse.linalg._matfuncs
import time:       840 |        840 |                                         scipy.sparse.linalg._norm
import time:      2597 |       2597 |                                         scipy.sparse.linalg._special_sparse_arrays
import time:      5697 |       5697 |                                         scipy.sparse.linalg.isolve
import time:      1042 |       1042 |                                         scipy.sparse.linalg.dsolve
import time:      1225 |       1225 |                                         scipy.sparse.linalg.interface
import time:       652 |        652 |                                         scipy.sparse.linalg.eigen
import time:       764 |        764 |                                         scipy.sparse.linalg.matfuncs
import time:      3447 |     792022 |                                       scipy.sparse.linalg
import time:      2864 |     794886 |                                     scipy.sparse.csgraph._laplacian
import time:      2891 |       2891 |                                         scipy.sparse.csgraph._tools
import time:       970 |       3861 |                                       scipy.sparse.csgraph._validation
import time:      2197 |       6057 |                                     scipy.sparse.csgraph._shortest_path
import time:      2923 |       2923 |                                     scipy.sparse.csgraph._traversal
import time:      2230 |       2230 |                                     scipy.sparse.csgraph._min_spanning_tree
import time:      4327 |       4327 |                                     scipy.sparse.csgraph._flow
import time:      7198 |       7198 |                                     scipy.sparse.csgraph._matching
import time:      5510 |       5510 |                                     scipy.sparse.csgraph._reordering
import time:      1743 |     824871 |                                   scipy.sparse.csgraph
import time:       807 |        807 |                                   scipy.sparse.base
import time:       693 |        693 |                                   scipy.sparse.bsr
import time:       714 |        714 |                                   scipy.sparse.compressed
import time:      1348 |       1348 |                                   scipy.sparse.construct
import time:    129392 |     129392 |                                   scipy.sparse.coo
import time:      8783 |       8783 |                                   scipy.sparse.csc
import time:      6790 |       6790 |                                   scipy.sparse.csr
import time:      1049 |       1049 |                                   scipy.sparse.data
import time:      4072 |       4072 |                                   scipy.sparse.dia
import time:     10750 |      10750 |                                   scipy.sparse.dok
import time:      9817 |       9817 |                                   scipy.sparse.extract
import time:      6055 |       6055 |                                   scipy.sparse.lil
import time:      9732 |       9732 |                                   scipy.sparse.sparsetools
import time:      6196 |       6196 |                                   scipy.sparse.sputils
import time:      6071 |    3596711 |                                 scipy.sparse
import time:     23509 |      23509 |                                       scipy.special._sf_error
import time:      4031 |       4031 |                                         scipy.special._ufuncs_cxx
import time:    131445 |     131445 |                                         scipy.special._special_ufuncs
import time:      8216 |     143691 |                                       scipy.special._ufuncs
import time:      6705 |       6705 |                                       scipy.special._support_alternative_backends
import time:      4284 |       4284 |                                         scipy.special._gufuncs
import time:      1070 |       1070 |                                         scipy.special._input_validation
import time:      2364 |       2364 |                                         scipy.special._specfun
import time:      1246 |       1246 |                                         scipy.special._comb
import time:      4409 |       4409 |                                         scipy.special._multiufuncs
import time:      3470 |      16841 |                                       scipy.special._basic
import time:      8324 |       8324 |                                           scipy._lib.array_api_extra._funcs
import time:      5642 |      13965 |                                         scipy._lib.array_api_extra
import time:      4998 |      18963 |                                       scipy.special._logsumexp
import time:      3932 |       3932 |                                       scipy.special._orthogonal
import time:      1271 |       1271 |                                       scipy.special._spfun_stats
import time:      6216 |       6216 |                                         scipy.special._ellip_harm_2
import time:      1106 |       7321 |                                       scipy.special._ellip_harm
import time:       808 |        808 |                                       scipy.special._lambertw
import time:      1191 |       1191 |                                       scipy.special._spherical_bessel
import time:      1254 |       1254 |                                       scipy.special.add_newdocs
import time:      1057 |       1057 |                                       scipy.special.basic
import time:     21480 |      21480 |                                       scipy.special.orthogonal
import time:      1084 |       1084 |                                       scipy.special.specfun
import time:      2855 |       2855 |                                       scipy.special.sf_error
import time:      1898 |       1898 |                                       scipy.special.spfun_stats
import time:     12269 |     266124 |                                     scipy.special
import time:      1031 |       1031 |                                     sklearn.externals
import time:      5826 |       5826 |                                           sklearn.externals.array_api_compat.common._typing
import time:      3211 |       9036 |                                         sklearn.externals.array_api_compat.common._helpers
import time:      1700 |      10736 |                                       sklearn.externals.array_api_compat.common
import time:      2178 |      12913 |                                     sklearn.externals.array_api_compat
import time:      1536 |       1536 |                                             sklearn.externals.array_api_extra._lib._utils
import time:     68822 |      68822 |                                               sklearn.externals._array_api_compat_vendor
import time:      1223 |      70044 |                                             sklearn.externals.array_api_extra._lib._utils._compat
import time:      2134 |      73714 |                                           sklearn.externals.array_api_extra._lib._backends
import time:      1390 |      75103 |                                         sklearn.externals.array_api_extra._lib
import time:      4448 |       4448 |                                               sklearn.externals.array_api_extra._lib._utils._typing
import time:      6147 |      10595 |                                             sklearn.externals.array_api_extra._lib._utils._helpers
import time:      9990 |      20584 |                                           sklearn.externals.array_api_extra._lib._at
import time:      2937 |      23521 |                                         sklearn.externals.array_api_extra._lib._funcs
import time:      1682 |     100305 |                                       sklearn.externals.array_api_extra._delegation
import time:      6507 |       6507 |                                       sklearn.externals.array_api_extra._lib._lazy
import time:      1198 |     108009 |                                     sklearn.externals.array_api_extra
import time:      5884 |       5884 |                                         sklearn.externals.array_api_compat._internal
import time:      8880 |       8880 |                                         sklearn.externals.array_api_compat.common._aliases
import time:    106838 |     106838 |                                           sklearn.externals.array_api_compat.numpy._typing
import time:     39953 |     146791 |                                         sklearn.externals.array_api_compat.numpy._info
import time:     18279 |     179833 |                                       sklearn.externals.array_api_compat.numpy._aliases
import time:      8457 |       8457 |                                         sklearn.externals.array_api_compat.common._linalg
import time:     21160 |      29617 |                                       sklearn.externals.array_api_compat.numpy.linalg
import time:      1703 |       1703 |                                         sklearn.externals.array_api_compat.common._fft
import time:      3593 |       5295 |                                       sklearn.externals.array_api_compat.numpy.fft
import time:      7651 |     222394 |                                     sklearn.externals.array_api_compat.numpy
import time:      3526 |       3526 |                                         scipy.stats._warnings_errors
import time:      4379 |       4379 |                                               scipy.spatial._ckdtree
import time:      3052 |       7430 |                                             scipy.spatial._kdtree
import time:      2420 |       2420 |                                               scipy._lib.messagestream
import time:      5573 |       7992 |                                             scipy.spatial._qhull
import time:      1884 |       1884 |                                               scipy.spatial._voronoi
import time:      3092 |       4976 |                                             scipy.spatial._spherical_voronoi
import time:     81577 |      81577 |                                             scipy.spatial._plotutils
import time:    295738 |     295738 |                                             scipy.spatial._procrustes
import time:      6417 |       6417 |                                                 scipy.spatial._distance_wrap
import time:      5120 |       5120 |                                                 scipy.spatial._hausdorff
import time:      3621 |       3621 |                                                 scipy.spatial._distance_pybind
import time:     62278 |      77436 |                                               scipy.spatial.distance
import time:     10913 |      88348 |                                             scipy.spatial._geometric_slerp
import time:     14996 |      14996 |                                             scipy.spatial.ckdtree
import time:     29087 |      29087 |                                             scipy.spatial.kdtree
import time:      1614 |       1614 |                                             scipy.spatial.qhull
import time:       476 |        476 |                                                 backports_abc
import time:     46088 |      46088 |                                                     scipy.constants._codata
import time:      1334 |       1334 |                                                     scipy.constants._constants
import time:      5433 |       5433 |                                                     scipy.constants.codata
import time:      1167 |       1167 |                                                     scipy.constants.constants
import time:    106711 |     160730 |                                                   scipy.constants
import time:      1204 |     161934 |                                                 scipy.spatial.transform._rotation_groups
import time:      6423 |     168832 |                                               scipy.spatial.transform._rotation
import time:      1227 |       1227 |                                               scipy.spatial.transform._rotation_spline
import time:      1182 |       1182 |                                               scipy.spatial.transform.rotation
import time:      1836 |     173076 |                                             scipy.spatial.transform
import time:      5253 |     710083 |                                           scipy.spatial
import time:      1248 |       1248 |                                                 scipy.optimize._dcsrch
import time:      1587 |       2834 |                                               scipy.optimize._linesearch
import time:      2182 |       2182 |                                                 scipy.optimize._group_columns
import time:      1085 |       3267 |                                               scipy.optimize._numdiff
import time:      1288 |       1288 |                                                 scipy.optimize._hessian_update_strategy
import time:      1671 |       2958 |                                               scipy.optimize._differentiable_functions
import time:      6362 |      15420 |                                             scipy.optimize._optimize
import time:      1747 |       1747 |                                                 scipy.optimize._trustregion
import time:       960 |       2707 |                                               scipy.optimize._trustregion_dogleg
import time:       801 |        801 |                                               scipy.optimize._trustregion_ncg
import time:      5899 |       5899 |                                                   scipy.optimize._trlib._trlib
import time:      2306 |       8205 |                                                 scipy.optimize._trlib
import time:       777 |       8982 |                                               scipy.optimize._trustregion_krylov
import time:      1645 |       1645 |                                               scipy.optimize._trustregion_exact
import time:      1648 |       1648 |                                                   scipy.optimize._constraints
import time:       415 |        415 |                                                         sksparse
import time:       193 |        608 |                                                       sksparse.cholmod
import time:      1189 |       1796 |                                                     scipy.optimize._trustregion_constr.projections
import time:      1820 |       1820 |                                                     scipy.optimize._trustregion_constr.qp_subproblem
import time:      1146 |       4761 |                                                   scipy.optimize._trustregion_constr.equality_constrained_sqp
import time:      1570 |       1570 |                                                   scipy.optimize._trustregion_constr.canonical_constraint
import time:      1465 |       1465 |                                                   scipy.optimize._trustregion_constr.tr_interior_point
import time:      1181 |       1181 |                                                   scipy.optimize._trustregion_constr.report
import time:      1870 |      12493 |                                                 scipy.optimize._trustregion_constr.minimize_trustregion_constr
import time:       941 |      13433 |                                               scipy.optimize._trustregion_constr
import time:      1723 |       1723 |                                                 scipy.optimize._lbfgsb
import time:      1572 |       3295 |                                               scipy.optimize._lbfgsb_py
import time:      1577 |       1577 |                                                 scipy.optimize._moduleTNC
import time:      1208 |       2785 |                                               scipy.optimize._tnc
import time:      1588 |       1588 |                                                 scipy.optimize._cobyla
import time:      1514 |       3101 |                                               scipy.optimize._cobyla_py
import time:      1304 |       1304 |                                               scipy.optimize._cobyqa_py
import time:      1360 |       1360 |                                                 scipy.optimize._slsqp
import time:      2867 |       4226 |                                               scipy.optimize._slsqp_py
import time:      1714 |      43986 |                                             scipy.optimize._minimize
import time:      1451 |       1451 |                                                 scipy.optimize._minpack
import time:     61745 |      61745 |                                                       scipy.optimize._lsq.common
import time:     36458 |      98203 |                                                     scipy.optimize._lsq.trf
import time:      1107 |       1107 |                                                     scipy.optimize._lsq.dogbox
import time:      1911 |     101220 |                                                   scipy.optimize._lsq.least_squares
import time:      3173 |       3173 |                                                       scipy.optimize._lsq.givens_elimination
import time:      6959 |      10132 |                                                     scipy.optimize._lsq.trf_linear
import time:      2522 |       2522 |                                                     scipy.optimize._lsq.bvls
import time:      6931 |      19584 |                                                   scipy.optimize._lsq.lsq_linear
import time:     96786 |     217588 |                                                 scipy.optimize._lsq
import time:      1704 |     220742 |                                               scipy.optimize._minpack_py
import time:      6362 |       6362 |                                               scipy.optimize._spectral
import time:     14030 |      14030 |                                               scipy.optimize._nonlin
import time:      1662 |     242795 |                                             scipy.optimize._root
import time:      1723 |       1723 |                                                 scipy.optimize._zeros
import time:      2493 |       4215 |                                               scipy.optimize._zeros_py
import time:      1336 |       5551 |                                             scipy.optimize._root_scalar
import time:      1922 |       1922 |                                               scipy.optimize._cython_nnls
import time:      4804 |       6725 |                                             scipy.optimize._nnls
import time:      8160 |       8160 |                                             scipy.optimize._basinhopping
import time:      1126 |       1126 |                                                   scipy.optimize._highspy
import time:    249118 |     249118 |                                                   scipy.optimize._highspy._core
import time:     14526 |      14526 |                                                   scipy.optimize._highspy._highs_options
import time:     54964 |     319733 |                                                 scipy.optimize._highspy._highs_wrapper
import time:      9385 |     329118 |                                               scipy.optimize._linprog_highs
import time:      2368 |       2368 |                                                               uarray
import time:      2276 |       2276 |                                                                   scipy._lib._uarray._uarray
import time:      3204 |       5480 |                                                                 scipy._lib._uarray._backend
import time:      1290 |       6769 |                                                               scipy._lib._uarray
import time:    254850 |     263986 |                                                             scipy._lib.uarray
import time:      7520 |     271505 |                                                           scipy.fft._basic
import time:      6444 |       6444 |                                                           scipy.fft._realtransforms
import time:      3404 |       3404 |                                                             scipy.fft._fftlog_backend
import time:      3262 |       6666 |                                                           scipy.fft._fftlog
import time:     27690 |      27690 |                                                                 scipy.fft._pocketfft.pypocketfft
import time:     45580 |      45580 |                                                                 scipy.fft._pocketfft.helper
import time:      3297 |      76566 |                                                               scipy.fft._pocketfft.basic
import time:    158486 |     158486 |                                                               scipy.fft._pocketfft.realtransforms
import time:      1445 |     236496 |                                                             scipy.fft._pocketfft
import time:     11241 |     247736 |                                                           scipy.fft._helper
import time:     16186 |      16186 |                                                             scipy.fft._basic_backend
import time:     12599 |      12599 |                                                             scipy.fft._realtransforms_backend
import time:     10415 |      39199 |                                                           scipy.fft._backend
import time:      5092 |     576639 |                                                         scipy.fft
import time:      2489 |     579127 |                                                       scipy.linalg._decomp_interpolative
import time:      2236 |     581363 |                                                     scipy.linalg.interpolative
import time:      6666 |     588029 |                                                   scipy.optimize._remove_redundancy
import time:      5037 |     593065 |                                                 scipy.optimize._linprog_util
import time:       466 |        466 |                                                 sksparse
import time:       357 |        357 |                                                   scikits
import time:        86 |        443 |                                                 scikits.umfpack
import time:     35728 |     629701 |                                               scipy.optimize._linprog_ip
import time:      3086 |       3086 |                                               scipy.optimize._linprog_simplex
import time:      2529 |       2529 |                                                 scipy.optimize._bglu_dense
import time:      3587 |       6115 |                                               scipy.optimize._linprog_rs
import time:      2677 |       2677 |                                               scipy.optimize._linprog_doc
import time:      3192 |     973886 |                                             scipy.optimize._linprog
import time:      1479 |       1479 |                                             scipy.optimize._lsap
import time:     17319 |      17319 |                                             scipy.optimize._differentialevolution
import time:      2292 |       2292 |                                               scipy.optimize._pava_pybind
import time:      2165 |       4457 |                                             scipy.optimize._isotonic
import time:      1020 |       1020 |                                                 scipy.optimize._shgo_lib
import time:      3293 |       3293 |                                                 scipy.optimize._shgo_lib._vertex
import time:      2202 |       6515 |                                               scipy.optimize._shgo_lib._complex
import time:      5989 |      12503 |                                             scipy.optimize._shgo
import time:     68315 |      68315 |                                             scipy.optimize._dual_annealing
import time:      8651 |       8651 |                                             scipy.optimize._qap
import time:      1278 |       1278 |                                               scipy.optimize._direct
import time:      3533 |       4810 |                                             scipy.optimize._direct_py
import time:      3853 |       3853 |                                             scipy.optimize._milp
import time:     14738 |      14738 |                                             scipy.optimize.cobyla
import time:      4488 |       4488 |                                             scipy.optimize.lbfgsb
import time:      5003 |       5003 |                                             scipy.optimize.linesearch
import time:      8312 |       8312 |                                             scipy.optimize.minpack
import time:      6116 |       6116 |                                             scipy.optimize.minpack2
import time:      4095 |       4095 |                                             scipy.optimize.moduleTNC
import time:     72702 |      72702 |                                             scipy.optimize.nonlin
import time:     17462 |      17462 |                                             scipy.optimize.optimize
import time:     12732 |      12732 |                                             scipy.optimize.slsqp
import time:      4166 |       4166 |                                             scipy.optimize.tnc
import time:      8331 |       8331 |                                             scipy.optimize.zeros
import time:      4455 |    1580498 |                                           scipy.optimize
import time:      2545 |       2545 |                                               scipy._lib.doccer
import time:      1466 |       1466 |                                               scipy.stats._distr_params
import time:      3301 |       3301 |                                               scipy.integrate._quadrature
import time:      1241 |       1241 |                                                 scipy.integrate._odepack
import time:      1787 |       3027 |                                               scipy.integrate._odepack_py
import time:      2670 |       2670 |                                                 scipy.integrate._quadpack
import time:      1678 |       4348 |                                               scipy.integrate._quadpack_py
import time:      2912 |       2912 |                                                 scipy.integrate._vode
import time:      2623 |       2623 |                                                 scipy.integrate._dop
import time:      1846 |       1846 |                                                 scipy.integrate._lsoda
import time:      3557 |      10937 |                                               scipy.integrate._ode
import time:      1323 |       1323 |                                               scipy.integrate._bvp
import time:       714 |        714 |                                                     scipy.integrate._ivp.common
import time:       685 |        685 |                                                     scipy.integrate._ivp.base
import time:      1010 |       2408 |                                                   scipy.integrate._ivp.bdf
import time:      1574 |       1574 |                                                   scipy.integrate._ivp.radau
import time:      1763 |       1763 |                                                     scipy.integrate._ivp.dop853_coefficients
import time:      1768 |       3531 |                                                   scipy.integrate._ivp.rk
import time:       938 |        938 |                                                   scipy.integrate._ivp.lsoda
import time:      1437 |       9886 |                                                 scipy.integrate._ivp.ivp
import time:       612 |      10498 |                                               scipy.integrate._ivp
import time:      1127 |       1127 |                                               scipy.integrate._quad_vec
import time:       742 |        742 |                                                 scipy._lib._elementwise_iterative_method
import time:      3390 |       4132 |                                               scipy.integrate._tanhsinh
import time:      2222 |       2222 |                                                   scipy.integrate._rules._base
import time:       762 |        762 |                                                   scipy.integrate._rules._genz_malik
import time:       817 |        817 |                                                     scipy.integrate._rules._gauss_legendre
import time:       912 |       1729 |                                                   scipy.integrate._rules._gauss_kronrod
import time:       921 |       5632 |                                                 scipy.integrate._rules
import time:    525072 |     530704 |                                               scipy.integrate._cubature
import time:      7579 |       7579 |                                               scipy.integrate._lebedev
import time:       827 |        827 |                                               scipy.integrate.dop
import time:       585 |        585 |                                               scipy.integrate.lsoda
import time:       492 |        492 |                                               scipy.integrate.vode
import time:       433 |        433 |                                               scipy.integrate.odepack
import time:       432 |        432 |                                               scipy.integrate.quadpack
import time:       467 |        467 |                                               scipy._lib._finite_differences
import time:       517 |        517 |                                               scipy.stats._constants
import time:    255296 |     255296 |                                               scipy.stats._censored_data
import time:    130415 |     970440 |                                             scipy.stats._distn_infrastructure
import time:   8531116 |    8531116 |                                                       scipy.interpolate._fitpack
import time:   7718091 |    7718091 |                                                       scipy.interpolate._dfitpack
import time:     17969 |   16267175 |                                                     scipy.interpolate._fitpack_impl
import time:   9513183 |    9513183 |                                                       scipy.interpolate._dierckx
import time:      2860 |    9516042 |                                                     scipy.interpolate._bsplines
import time:      1529 |   25784745 |                                                   scipy.interpolate._fitpack_py
import time:      1783 |       1783 |                                                   scipy.interpolate._polyint
import time:   9379333 |    9379333 |                                                   scipy.interpolate._ppoly
import time:   7045186 |    7045186 |                                                   scipy.interpolate._interpnd
import time:      2413 |   42213458 |                                                 scipy.interpolate._interpolate
import time:     22599 |      22599 |                                                 scipy.interpolate._fitpack2
import time:     14678 |      14678 |                                                 scipy.interpolate._rbf
import time:   6743038 |    6743038 |                                                   scipy.interpolate._rbfinterp_pythran
import time:     10329 |    6753366 |                                                 scipy.interpolate._rbfinterp
import time:     18668 |      18668 |                                                 scipy.interpolate._cubic
import time:      1640 |       1640 |                                                 scipy.interpolate._ndgriddata
import time:      5099 |       5099 |                                                 scipy.interpolate._fitpack_repro
import time:       759 |        759 |                                                 scipy.interpolate._pade
import time:   5186326 |    5186326 |                                                   scipy.interpolate._rgi_cython
import time:   6163570 |    6163570 |                                                     scipy.interpolate._bspl
import time:      1301 |    6164871 |                                                   scipy.interpolate._ndbspline
import time:      1210 |   11352406 |                                                 scipy.interpolate._rgi
import time:     11980 |      11980 |                                                 scipy.interpolate._bary_rational
import time:     19059 |      19059 |                                                 scipy.interpolate.fitpack
import time:       583 |        583 |                                                 scipy.interpolate.fitpack2
import time:      3572 |       3572 |                                                 scipy.interpolate.interpolate
import time:       478 |        478 |                                                 scipy.interpolate.ndgriddata
